date,state,district,pincode,age_0_5,age_5_17,age_18_greater
17-10-2025,Maharashtra,Nashik,423303,1,0,0
19-10-2025,Maharashtra,Nashik,422007,1,0,0
19-10-2025,Maharashtra,Nashik,422011,1,0,0
19-10-2025,Maharashtra,Nashik,422012,3,0,0
19-10-2025,Maharashtra,Nashik,422203,1,0,0
19-10-2025,Maharashtra,Nashik,422214,2,0,0
19-10-2025,Maharashtra,Nashik,422301,1,0,0
19-10-2025,Maharashtra,Nashik,422303,3,0,0
19-10-2025,Maharashtra,Nashik,422306,1,0,0
19-10-2025,Maharashtra,Nashik,422308,2,1,0
19-10-2025,Maharashtra,Nashik,422402,7,0,0
19-10-2025,Maharashtra,Nashik,423206,1,0,0
19-10-2025,Maharashtra,Nashik,423213,2,0,0
19-10-2025,Maharashtra,Nashik,423401,6,0,0
19-10-2025,Maharashtra,Nashik,423502,1,0,0
18-10-2025,Maharashtra,Nashik,422012,2,1,0
18-10-2025,Maharashtra,Nashik,422101,2,0,0
18-10-2025,Maharashtra,Nashik,422105,1,1,0
18-10-2025,Maharashtra,Nashik,422209,1,0,2
18-10-2025,Maharashtra,Nashik,422211,2,1,0
18-10-2025,Maharashtra,Nashik,422304,2,1,0
18-10-2025,Maharashtra,Nashik,422403,1,1,0
18-10-2025,Maharashtra,Nashik,423105,6,1,0
18-10-2025,Maharashtra,Nashik,423212,1,1,0
18-10-2025,Maharashtra,Nashik,423302,2,0,0
20-10-2025,Maharashtra,Nashik,422003,2,1,0
20-10-2025,Maharashtra,Nashik,422010,2,0,0
20-10-2025,Maharashtra,Nashik,422013,2,0,0
20-10-2025,Maharashtra,Nashik,422104,1,0,0
20-10-2025,Maharashtra,Nashik,422212,1,1,0
20-10-2025,Maharashtra,Nashik,423212,1,0,0
20-10-2025,Maharashtra,Nashik,423401,2,0,0
21-10-2025,Maharashtra,Nashik,422010,0,1,0
21-10-2025,Maharashtra,Nashik,423206,1,0,0
24-10-2025,Maharashtra,Nashik,422006,1,1,0
24-10-2025,Maharashtra,Nashik,422212,0,1,0
24-10-2025,Maharashtra,Nashik,423105,3,0,0
24-10-2025,Maharashtra,Nashik,423401,2,0,0
25-10-2025,Maharashtra,Nashik,422005,1,1,0
25-10-2025,Maharashtra,Nashik,422009,3,1,0
25-10-2025,Maharashtra,Nashik,422010,1,1,0
25-10-2025,Maharashtra,Nashik,422101,4,2,0
25-10-2025,Maharashtra,Nashik,422102,0,1,0
25-10-2025,Maharashtra,Nashik,422103,1,0,0
25-10-2025,Maharashtra,Nashik,422204,1,0,0
25-10-2025,Maharashtra,Nashik,422209,1,0,0
25-10-2025,Maharashtra,Nashik,422308,2,0,0
25-10-2025,Maharashtra,Nashik,423101,1,1,0
27-10-2025,Maharashtra,Nashik,422006,3,0,0
27-10-2025,Maharashtra,Nashik,422009,1,0,0
27-10-2025,Maharashtra,Nashik,423204,1,0,0
27-10-2025,Maharashtra,Nashik,423212,1,1,0
28-10-2025,Maharashtra,Nashik,422011,1,0,0
28-10-2025,Maharashtra,Nashik,422101,1,1,0
28-10-2025,Maharashtra,Nashik,422213,1,0,0
28-10-2025,Maharashtra,Nashik,422403,1,1,0
28-10-2025,Maharashtra,Nashik,423104,2,0,0
28-10-2025,Maharashtra,Nashik,423203,7,8,0
05-11-2025,Maharashtra,Nashik,422003,5,1,0
05-11-2025,Maharashtra,Nashik,422011,3,0,0
05-11-2025,Maharashtra,Nashik,422209,3,0,0
05-11-2025,Maharashtra,Nashik,422308,1,0,0
05-11-2025,Maharashtra,Nashik,422502,1,0,0
05-11-2025,Maharashtra,Nashik,423205,3,0,0
05-11-2025,Maharashtra,Nashik,423208,2,0,0
05-11-2025,Maharashtra,Nashik,423212,1,1,0
05-11-2025,Maharashtra,Nashik,423213,4,1,0
05-11-2025,Maharashtra,Nashik,424109,0,1,0
03-11-2025,Maharashtra,Nashik,422009,2,1,0
03-11-2025,Maharashtra,Nashik,422211,1,2,0
03-11-2025,Maharashtra,Nashik,422301,1,0,0
03-11-2025,Maharashtra,Nashik,422502,2,0,0
03-11-2025,Maharashtra,Nashik,422606,1,1,0
03-11-2025,Maharashtra,Nashik,423102,0,1,0
03-11-2025,Maharashtra,Nashik,423502,1,0,0
07-11-2025,Maharashtra,Nashik,422008,2,1,0
07-11-2025,Maharashtra,Nashik,422011,1,0,0
07-11-2025,Maharashtra,Nashik,422207,1,0,0
07-11-2025,Maharashtra,Nashik,422209,2,0,0
07-11-2025,Maharashtra,Nashik,422211,5,1,0
07-11-2025,Maharashtra,Nashik,423104,1,1,0
07-11-2025,Maharashtra,Nashik,423201,2,1,0
07-11-2025,Maharashtra,Nashik,423212,3,0,0
07-11-2025,Maharashtra,Nashik,423302,2,1,0
07-11-2025,Maharashtra,Nashik,423303,1,0,0
07-11-2025,Maharashtra,Nashik,423502,1,0,0
06-11-2025,Maharashtra,Nashik,422006,0,1,0
06-11-2025,Maharashtra,Nashik,422012,0,1,0
06-11-2025,Maharashtra,Nashik,422105,1,0,0
06-11-2025,Maharashtra,Nashik,422202,1,0,0
06-11-2025,Maharashtra,Nashik,422208,1,2,0
06-11-2025,Maharashtra,Nashik,422210,1,0,0
06-11-2025,Maharashtra,Nashik,422212,1,0,0
06-11-2025,Maharashtra,Nashik,422402,2,0,0
06-11-2025,Maharashtra,Nashik,422403,1,1,0
06-11-2025,Maharashtra,Nashik,423212,1,0,0
06-11-2025,Maharashtra,Nashik,423401,2,2,0
06-11-2025,Maharashtra,Nashik,423402,1,0,0
08-11-2025,Maharashtra,Nashik,422012,5,0,0
08-11-2025,Maharashtra,Nashik,422104,2,0,0
08-11-2025,Maharashtra,Nashik,422302,1,0,0
08-11-2025,Maharashtra,Nashik,422403,6,0,0
08-11-2025,Maharashtra,Nashik,423104,6,0,0
08-11-2025,Maharashtra,Nashik,423106,2,1,0
08-11-2025,Maharashtra,Nashik,423206,1,1,0
08-11-2025,Maharashtra,Nashik,423212,2,0,0
08-11-2025,Maharashtra,Nashik,423302,1,1,0
08-11-2025,Maharashtra,Nashik,423502,1,0,0
08-11-2025,Maharashtra,Nashik,424109,3,0,0
09-11-2025,Maharashtra,Nashik,422001,3,1,0
09-11-2025,Maharashtra,Nashik,422003,10,3,0
09-11-2025,Maharashtra,Nashik,422006,2,0,0
09-11-2025,Maharashtra,Nashik,422010,5,1,0
09-11-2025,Maharashtra,Nashik,422101,7,0,0
09-11-2025,Maharashtra,Nashik,422103,3,1,0
09-11-2025,Maharashtra,Nashik,422212,3,0,0
09-11-2025,Maharashtra,Nashik,422304,2,0,0
09-11-2025,Maharashtra,Nashik,422401,1,1,0
09-11-2025,Maharashtra,Nashik,423206,2,0,0
09-11-2025,Maharashtra,Nashik,423501,2,1,0
13-11-2025,Maharashtra,Nashik,422003,4,3,0
13-11-2025,Maharashtra,Nashik,422009,3,1,0
13-11-2025,Maharashtra,Nashik,422012,1,0,0
13-11-2025,Maharashtra,Nashik,422208,4,0,0
13-11-2025,Maharashtra,Nashik,423205,2,0,0
13-11-2025,Maharashtra,Nashik,423206,0,1,0
13-11-2025,Maharashtra,Nashik,423301,7,0,0
12-11-2025,Maharashtra,Nashik,422004,1,0,0
12-11-2025,Maharashtra,Nashik,422006,0,1,0
12-11-2025,Maharashtra,Nashik,422010,1,1,0
12-11-2025,Maharashtra,Nashik,422202,3,0,0
12-11-2025,Maharashtra,Nashik,423101,3,0,0
12-11-2025,Maharashtra,Nashik,423102,2,0,0
12-11-2025,Maharashtra,Nashik,423108,1,1,0
12-11-2025,Maharashtra,Nashik,423203,30,17,2
12-11-2025,Maharashtra,Nashik,423204,1,0,0
12-11-2025,Maharashtra,Nashik,423302,1,0,0
12-11-2025,Maharashtra,Nashik,423401,4,1,0
16-11-2025,Maharashtra,Nashik,422001,1,1,0
16-11-2025,Maharashtra,Nashik,422006,1,0,0
16-11-2025,Maharashtra,Nashik,422102,3,0,0
16-11-2025,Maharashtra,Nashik,422204,5,0,0
16-11-2025,Maharashtra,Nashik,422211,3,0,0
16-11-2025,Maharashtra,Nashik,422303,1,0,0
16-11-2025,Maharashtra,Nashik,422401,1,0,0
16-11-2025,Maharashtra,Nashik,423110,1,0,0
16-11-2025,Maharashtra,Nashik,423201,2,0,0
16-11-2025,Maharashtra,Nashik,423205,2,0,0
16-11-2025,Maharashtra,Nashik,424109,2,0,0
17-11-2025,Maharashtra,Nashik,422003,7,0,0
17-11-2025,Maharashtra,Nashik,422006,1,0,0
17-11-2025,Maharashtra,Nashik,422202,1,0,0
17-11-2025,Maharashtra,Nashik,422203,1,0,1
17-11-2025,Maharashtra,Nashik,422403,2,1,0
17-11-2025,Maharashtra,Nashik,423105,3,0,0
17-11-2025,Maharashtra,Nashik,423203,20,9,0
17-11-2025,Maharashtra,Nashik,423403,1,0,0
17-11-2025,Maharashtra,Nashik,423502,1,0,0
15-12-2025,Maharashtra,Nashik,422003,18,5,0
15-12-2025,Maharashtra,Nashik,422007,9,2,0
15-12-2025,Maharashtra,Nashik,422008,6,0,0
15-12-2025,Maharashtra,Nashik,422012,2,4,0
15-12-2025,Maharashtra,Nashik,422203,24,3,0
15-12-2025,Maharashtra,Nashik,422209,5,3,0
15-12-2025,Maharashtra,Nashik,422213,1,0,0
15-12-2025,Maharashtra,Nashik,422305,1,0,0
15-12-2025,Maharashtra,Nashik,423106,9,3,0
15-12-2025,Maharashtra,Nashik,423201,1,1,0
15-12-2025,Maharashtra,Nashik,423212,1,1,0
15-12-2025,Maharashtra,Nashik,423213,1,0,0
15-12-2025,Maharashtra,Nashik,423402,3,0,0
15-12-2025,Maharashtra,Nashik,423502,4,1,0
25-11-2025,Maharashtra,Nashik,422002,1,0,0
25-11-2025,Maharashtra,Nashik,422003,14,2,0
25-11-2025,Maharashtra,Nashik,422004,1,0,0
25-11-2025,Maharashtra,Nashik,422008,1,0,0
25-11-2025,Maharashtra,Nashik,422104,4,0,0
25-11-2025,Maharashtra,Nashik,422209,5,0,0
25-11-2025,Maharashtra,Nashik,422210,3,0,0
25-11-2025,Maharashtra,Nashik,422306,1,1,0
25-11-2025,Maharashtra,Nashik,422308,1,0,0
25-11-2025,Maharashtra,Nashik,423101,4,0,0
25-11-2025,Maharashtra,Nashik,423110,1,0,0
25-11-2025,Maharashtra,Nashik,423111,1,0,0
25-11-2025,Maharashtra,Nashik,423201,2,0,0
25-11-2025,Maharashtra,Nashik,423213,2,0,0
25-11-2025,Maharashtra,Nashik,423501,5,0,0
30-10-2025,Maharashtra,Nashik,422002,3,0,0
30-10-2025,Maharashtra,Nashik,422004,2,1,0
30-10-2025,Maharashtra,Nashik,422205,1,0,0
30-10-2025,Maharashtra,Nashik,422304,1,0,0
30-10-2025,Maharashtra,Nashik,423110,0,1,0
30-10-2025,Maharashtra,Nashik,423201,2,0,0
30-10-2025,Maharashtra,Nashik,423212,4,0,0
30-10-2025,Maharashtra,Nashik,424109,2,2,0
31-10-2025,Maharashtra,Nashik,422002,1,1,0
31-10-2025,Maharashtra,Nashik,422102,3,0,0
31-10-2025,Maharashtra,Nashik,422201,1,0,0
31-10-2025,Maharashtra,Nashik,422202,2,0,0
31-10-2025,Maharashtra,Nashik,422204,3,0,0
31-10-2025,Maharashtra,Nashik,422207,2,0,0
31-10-2025,Maharashtra,Nashik,422222,1,0,0
31-10-2025,Maharashtra,Nashik,422302,3,0,0
31-10-2025,Maharashtra,Nashik,422502,2,0,0
31-10-2025,Maharashtra,Nashik,423102,2,0,0
31-10-2025,Maharashtra,Nashik,423110,4,0,0
31-10-2025,Maharashtra,Nashik,423201,3,1,0
31-10-2025,Maharashtra,Nashik,423213,1,0,0
31-10-2025,Maharashtra,Nashik,423302,0,1,0
31-10-2025,Maharashtra,Nashik,423501,2,0,0
31-10-2025,Maharashtra,Nashik,423502,2,1,0
29-10-2025,Maharashtra,Nashik,422012,1,0,0
29-10-2025,Maharashtra,Nashik,422209,1,0,0
29-10-2025,Maharashtra,Nashik,422303,2,0,0
29-10-2025,Maharashtra,Nashik,422401,0,1,0
29-10-2025,Maharashtra,Nashik,423301,1,0,0
29-10-2025,Maharashtra,Nashik,423403,1,0,0
01-11-2025,Maharashtra,Nashik,422009,2,0,0
01-11-2025,Maharashtra,Nashik,422102,1,0,0
01-11-2025,Maharashtra,Nashik,423106,1,0,0
01-11-2025,Maharashtra,Nashik,423203,5,9,0
02-11-2025,Maharashtra,Nashik,422001,8,5,0
02-11-2025,Maharashtra,Nashik,422005,4,3,0
02-11-2025,Maharashtra,Nashik,422006,8,1,0
02-11-2025,Maharashtra,Nashik,422105,1,0,0
02-11-2025,Maharashtra,Nashik,422204,3,1,0
02-11-2025,Maharashtra,Nashik,422205,2,0,0
02-11-2025,Maharashtra,Nashik,422301,1,0,0
02-11-2025,Maharashtra,Nashik,422302,1,1,0
02-11-2025,Maharashtra,Nashik,422303,2,2,0
02-11-2025,Maharashtra,Nashik,422401,1,1,0
02-11-2025,Maharashtra,Nashik,422606,6,1,0
02-11-2025,Maharashtra,Nashik,423108,4,0,0
02-11-2025,Maharashtra,Nashik,423111,1,0,0
02-11-2025,Maharashtra,Nashik,423301,12,1,0
02-11-2025,Maharashtra,Nashik,423403,3,2,0
10-11-2025,Maharashtra,Nashik,422012,2,2,0
10-11-2025,Maharashtra,Nashik,422208,6,2,0
10-11-2025,Maharashtra,Nashik,422209,3,0,0
10-11-2025,Maharashtra,Nashik,422301,0,1,0
10-11-2025,Maharashtra,Nashik,422303,2,1,0
10-11-2025,Maharashtra,Nashik,423101,2,0,0
10-11-2025,Maharashtra,Nashik,423108,1,0,0
10-11-2025,Maharashtra,Nashik,423202,1,0,0
10-11-2025,Maharashtra,Nashik,423204,1,0,0
10-11-2025,Maharashtra,Nashik,423208,1,0,0
10-11-2025,Maharashtra,Nashik,423213,1,0,0
10-11-2025,Maharashtra,Nashik,423302,2,0,0
10-11-2025,Maharashtra,Nashik,423502,1,0,0
10-11-2025,Maharashtra,Nashik,424109,2,0,0
11-11-2025,Maharashtra,Nashik,422004,2,1,0
11-11-2025,Maharashtra,Nashik,422007,1,1,0
11-11-2025,Maharashtra,Nashik,422008,2,0,0
11-11-2025,Maharashtra,Nashik,422010,5,0,0
11-11-2025,Maharashtra,Nashik,422011,0,1,0
11-11-2025,Maharashtra,Nashik,422101,7,1,0
11-11-2025,Maharashtra,Nashik,422403,1,0,0
11-11-2025,Maharashtra,Nashik,422606,0,1,0
11-11-2025,Maharashtra,Nashik,423106,1,0,0
11-11-2025,Maharashtra,Nashik,423203,20,11,0
11-11-2025,Maharashtra,Nashik,423204,1,1,0
11-11-2025,Maharashtra,Nashik,423213,1,0,0
14-11-2025,Maharashtra,Nashik,422009,4,0,0
14-11-2025,Maharashtra,Nashik,422204,4,0,0
14-11-2025,Maharashtra,Nashik,422211,2,0,0
14-11-2025,Maharashtra,Nashik,422302,1,1,0
14-11-2025,Maharashtra,Nashik,422502,3,0,0
14-11-2025,Maharashtra,Nashik,422606,0,1,0
14-11-2025,Maharashtra,Nashik,423101,9,0,0
14-11-2025,Maharashtra,Nashik,423104,5,0,0
14-11-2025,Maharashtra,Nashik,423105,4,0,0
14-11-2025,Maharashtra,Nashik,423206,3,1,0
14-11-2025,Maharashtra,Nashik,423208,2,1,0
14-11-2025,Maharashtra,Nashik,423302,4,1,0
14-11-2025,Maharashtra,Nashik,423502,5,0,0
15-11-2025,Maharashtra,Nashik,422001,4,3,0
15-11-2025,Maharashtra,Nashik,422004,5,1,0
15-11-2025,Maharashtra,Nashik,422006,2,1,0
15-11-2025,Maharashtra,Nashik,422007,4,1,0
15-11-2025,Maharashtra,Nashik,422101,20,6,0
15-11-2025,Maharashtra,Nashik,422103,9,1,3
15-11-2025,Maharashtra,Nashik,422105,1,0,0
15-11-2025,Maharashtra,Nashik,422201,2,0,0
15-11-2025,Maharashtra,Nashik,422202,3,0,0
15-11-2025,Maharashtra,Nashik,422206,3,1,0
15-11-2025,Maharashtra,Nashik,422211,6,0,0
15-11-2025,Maharashtra,Nashik,422302,1,0,0
15-11-2025,Maharashtra,Nashik,422304,2,0,0
15-11-2025,Maharashtra,Nashik,422401,5,0,0
15-11-2025,Maharashtra,Nashik,423204,5,1,0
15-11-2025,Maharashtra,Nashik,423401,9,2,0
15-11-2025,Maharashtra,Nashik,423501,7,0,0
19-11-2025,Maharashtra,Nashik,422008,4,0,0
19-11-2025,Maharashtra,Nashik,422212,3,0,1
19-11-2025,Maharashtra,Nashik,422214,1,0,0
19-11-2025,Maharashtra,Nashik,422306,1,1,0
19-11-2025,Maharashtra,Nashik,422403,7,1,0
19-11-2025,Maharashtra,Nashik,422502,4,0,0
19-11-2025,Maharashtra,Nashik,423101,7,2,0
19-11-2025,Maharashtra,Nashik,423102,4,2,0
19-11-2025,Maharashtra,Nashik,423111,1,0,0
19-11-2025,Maharashtra,Nashik,423203,94,35,0
19-11-2025,Maharashtra,Nashik,423301,11,1,0
19-11-2025,Maharashtra,Nashik,423302,4,0,0
18-11-2025,Maharashtra,Nashik,422010,13,0,0
18-11-2025,Maharashtra,Nashik,422103,6,0,1
18-11-2025,Maharashtra,Nashik,422104,1,1,0
18-11-2025,Maharashtra,Nashik,422209,2,1,0
18-11-2025,Maharashtra,Nashik,422222,1,0,0
18-11-2025,Maharashtra,Nashik,422304,1,0,0
18-11-2025,Maharashtra,Nashik,423106,5,0,0
18-11-2025,Maharashtra,Nashik,423202,2,0,0
18-11-2025,Maharashtra,Nashik,423204,0,1,0
18-11-2025,Maharashtra,Nashik,423205,1,0,0
18-11-2025,Maharashtra,Nashik,423208,2,1,0
18-11-2025,Maharashtra,Nashik,423212,2,0,0
21-12-2025,Maharashtra,Nashik,422003,10,0,0
21-12-2025,Maharashtra,Nashik,422011,1,0,0
21-12-2025,Maharashtra,Nashik,422012,1,0,0
21-12-2025,Maharashtra,Nashik,422206,3,0,0
21-12-2025,Maharashtra,Nashik,422306,2,0,0
21-12-2025,Maharashtra,Nashik,422402,5,0,0
21-12-2025,Maharashtra,Nashik,423108,2,0,0
21-12-2025,Maharashtra,Nashik,423203,23,0,0
21-12-2025,Maharashtra,Nashik,423208,1,0,0
21-12-2025,Maharashtra,Nashik,423302,1,0,0
22-12-2025,Maharashtra,Nashik,422005,5,1,0
22-12-2025,Maharashtra,Nashik,422101,34,0,0
22-12-2025,Maharashtra,Nashik,422209,21,0,0
22-12-2025,Maharashtra,Nashik,422210,1,0,0
22-12-2025,Maharashtra,Nashik,422213,14,0,0
22-12-2025,Maharashtra,Nashik,422214,2,0,0
22-12-2025,Maharashtra,Nashik,422303,3,0,0
22-12-2025,Maharashtra,Nashik,423101,15,0,0
22-12-2025,Maharashtra,Nashik,423110,6,0,0
22-12-2025,Maharashtra,Nashik,423206,3,0,0
22-12-2025,Maharashtra,Nashik,423301,16,0,0
22-12-2025,Maharashtra,Nashik,423402,4,0,0
23-12-2025,Maharashtra,Nashik,422003,11,0,0
23-12-2025,Maharashtra,Nashik,422006,5,0,0
23-12-2025,Maharashtra,Nashik,422007,8,0,0
23-12-2025,Maharashtra,Nashik,422010,5,0,0
23-12-2025,Maharashtra,Nashik,422202,8,0,0
23-12-2025,Maharashtra,Nashik,422208,6,0,0
23-12-2025,Maharashtra,Nashik,422211,6,0,0
23-12-2025,Maharashtra,Nashik,422213,9,0,0
23-12-2025,Maharashtra,Nashik,422308,1,0,0
23-12-2025,Maharashtra,Nashik,422403,10,0,0
23-12-2025,Maharashtra,Nashik,422606,1,0,0
23-12-2025,Maharashtra,Nashik,423106,3,0,0
23-12-2025,Maharashtra,Nashik,423205,1,0,0
23-12-2025,Maharashtra,Nashik,423213,2,0,0
23-12-2025,Maharashtra,Nashik,423301,2,0,0
23-12-2025,Maharashtra,Nashik,423403,4,0,0
23-12-2025,Maharashtra,Nashik,423502,3,0,0
23-12-2025,Maharashtra,Nashik,424109,1,0,0
24-12-2025,Maharashtra,Nashik,422006,2,0,0
24-12-2025,Maharashtra,Nashik,422009,3,4,0
24-12-2025,Maharashtra,Nashik,422101,10,1,0
24-12-2025,Maharashtra,Nashik,422204,2,0,0
24-12-2025,Maharashtra,Nashik,422207,1,0,0
24-12-2025,Maharashtra,Nashik,422215,2,0,0
24-12-2025,Maharashtra,Nashik,422306,1,0,0
24-12-2025,Maharashtra,Nashik,423206,3,0,0
24-12-2025,Maharashtra,Nashik,423213,4,0,0
24-12-2025,Maharashtra,Nashik,423302,4,0,0
24-12-2025,Maharashtra,Nashik,423502,3,1,0
25-12-2025,Maharashtra,Nashik,422008,1,0,0
25-12-2025,Maharashtra,Nashik,422207,1,0,0
25-12-2025,Maharashtra,Nashik,422212,5,0,0
25-12-2025,Maharashtra,Nashik,422215,2,0,0
25-12-2025,Maharashtra,Nashik,422303,2,1,0
25-12-2025,Maharashtra,Nashik,423203,23,18,0
25-12-2025,Maharashtra,Nashik,423401,4,1,0
25-12-2025,Maharashtra,Nashik,423402,0,1,0
26-12-2025,Maharashtra,Nashik,422101,6,2,0
26-12-2025,Maharashtra,Nashik,422208,6,0,0
26-12-2025,Maharashtra,Nashik,422212,6,2,0
26-12-2025,Maharashtra,Nashik,422304,2,0,0
26-12-2025,Maharashtra,Nashik,422403,3,0,0
26-12-2025,Maharashtra,Nashik,423206,2,0,0
26-12-2025,Maharashtra,Nashik,423301,2,1,0
26-12-2025,Maharashtra,Nashik,423403,2,0,0
27-12-2025,Maharashtra,Nashik,422012,1,0,0
27-12-2025,Maharashtra,Nashik,422211,1,0,0
27-12-2025,Maharashtra,Nashik,422213,1,0,0
27-12-2025,Maharashtra,Nashik,422222,0,1,0
27-12-2025,Maharashtra,Nashik,423102,1,0,0
27-12-2025,Maharashtra,Nashik,423110,1,0,0
27-12-2025,Maharashtra,Nashik,423117,1,0,0
27-12-2025,Maharashtra,Nashik,423205,1,0,0
29-12-2025,Maharashtra,Nashik,422012,1,0,0
29-12-2025,Maharashtra,Nashik,422202,1,0,0
29-12-2025,Maharashtra,Nashik,422207,1,1,0
29-12-2025,Maharashtra,Nashik,422211,1,0,0
29-12-2025,Maharashtra,Nashik,422212,2,2,0
29-12-2025,Maharashtra,Nashik,423105,4,0,0
28-12-2025,Maharashtra,Nashik,422010,3,5,0
28-12-2025,Maharashtra,Nashik,422103,5,0,0
28-12-2025,Maharashtra,Nashik,422208,2,0,0
28-12-2025,Maharashtra,Nashik,422222,1,0,0
28-12-2025,Maharashtra,Nashik,422401,1,1,0
28-12-2025,Maharashtra,Nashik,422403,1,0,0
28-12-2025,Maharashtra,Nashik,423101,4,0,0
28-12-2025,Maharashtra,Nashik,423208,1,0,0
28-12-2025,Maharashtra,Nashik,423501,7,0,0
31-12-2025,Maharashtra,Nashik,422007,4,4,0
31-12-2025,Maharashtra,Nashik,422011,2,1,0
31-12-2025,Maharashtra,Nashik,422012,3,3,0
31-12-2025,Maharashtra,Nashik,422105,0,1,0
31-12-2025,Maharashtra,Nashik,422201,0,1,0
31-12-2025,Maharashtra,Nashik,422205,1,0,0
31-12-2025,Maharashtra,Nashik,422209,2,2,0
31-12-2025,Maharashtra,Nashik,422215,2,0,0
31-12-2025,Maharashtra,Nashik,422302,1,0,0
31-12-2025,Maharashtra,Nashik,422305,2,1,0
31-12-2025,Maharashtra,Nashik,422306,3,0,0
31-12-2025,Maharashtra,Nashik,422502,6,2,0
31-12-2025,Maharashtra,Nashik,423117,2,1,0
31-12-2025,Maharashtra,Nashik,423301,3,3,0
31-12-2025,Maharashtra,Nashik,423403,1,0,0
02-01-2026,Maharashtra,Nashik,422102,3,0,0
02-01-2026,Maharashtra,Nashik,422112,2,0,0
02-01-2026,Maharashtra,Nashik,422204,19,1,0
02-01-2026,Maharashtra,Nashik,422212,13,4,0
02-01-2026,Maharashtra,Nashik,422302,1,0,0
02-01-2026,Maharashtra,Nashik,422305,2,1,0
02-01-2026,Maharashtra,Nashik,423205,6,0,0
02-01-2026,Maharashtra,Nashik,423213,2,0,0
02-01-2026,Maharashtra,Nashik,423401,16,3,0
02-01-2026,Maharashtra,Nashik,423402,2,2,0
01-01-2026,Maharashtra,Nashik,422001,7,0,0
01-01-2026,Maharashtra,Nashik,422003,30,12,0
01-01-2026,Maharashtra,Nashik,422005,0,2,0
01-01-2026,Maharashtra,Nashik,422209,15,3,0
01-01-2026,Maharashtra,Nashik,422210,2,0,0
01-01-2026,Maharashtra,Nashik,422213,14,0,0
01-01-2026,Maharashtra,Nashik,422301,1,0,0
01-01-2026,Maharashtra,Nashik,422403,21,2,0
01-01-2026,Maharashtra,Nashik,423111,4,0,0
01-01-2026,Maharashtra,Nashik,423117,3,0,0
01-01-2026,Maharashtra,Nashik,423205,5,1,1
01-01-2026,Maharashtra,Nashik,423208,7,0,0
01-01-2026,Maharashtra,Nashik,423212,6,3,0
01-01-2026,Maharashtra,Nashik,423213,8,2,1
01-01-2026,Maharashtra,Nashik,423401,18,6,1
01-01-2026,Maharashtra,Nashik,423502,15,3,0
01-01-2026,Maharashtra,Nashik,424109,2,0,0
03-01-2026,Maharashtra,Nashik,422012,0,1,0
03-01-2026,Maharashtra,Nashik,422208,1,0,0
03-01-2026,Maharashtra,Nashik,422212,1,0,0
03-01-2026,Maharashtra,Nashik,423102,0,0,1
03-01-2026,Maharashtra,Nashik,423104,1,0,0
03-01-2026,Maharashtra,Nashik,423111,1,0,0
03-01-2026,Maharashtra,Nashik,423203,1,6,0
03-01-2026,Maharashtra,Nashik,423212,1,0,0
03-01-2026,Maharashtra,Nashik,423301,0,1,0
09-06-2025,Maharashtra,Nashik,422007,8,1,0
09-06-2025,Maharashtra,Nashik,422008,1,3,0
09-06-2025,Maharashtra,Nashik,422013,1,3,0
09-06-2025,Maharashtra,Nashik,422112,1,2,0
09-06-2025,Maharashtra,Nashik,422203,7,4,0
09-06-2025,Maharashtra,Nashik,422204,0,3,0
09-06-2025,Maharashtra,Nashik,422222,0,2,0
09-06-2025,Maharashtra,Nashik,422306,3,1,0
09-06-2025,Maharashtra,Nashik,422402,7,2,0
09-06-2025,Maharashtra,Nashik,423108,1,0,0
09-06-2025,Maharashtra,Nashik,423201,7,0,0
09-06-2025,Maharashtra,Nashik,423202,3,2,0
09-06-2025,Maharashtra,Nashik,423301,13,5,0
10-06-2025,Maharashtra,Nashik,422004,4,3,0
10-06-2025,Maharashtra,Nashik,422208,13,1,0
10-06-2025,Maharashtra,Nashik,422214,1,0,0
10-06-2025,Maharashtra,Nashik,422303,4,0,0
10-06-2025,Maharashtra,Nashik,422606,1,0,1
10-06-2025,Maharashtra,Nashik,423106,8,7,0
10-06-2025,Maharashtra,Nashik,423117,1,0,0
11-06-2025,Maharashtra,Nashik,422004,1,2,0
11-06-2025,Maharashtra,Nashik,422010,6,9,0
11-06-2025,Maharashtra,Nashik,422011,3,0,0
11-06-2025,Maharashtra,Nashik,422112,1,0,0
11-06-2025,Maharashtra,Nashik,422210,1,4,0
11-06-2025,Maharashtra,Nashik,422212,2,2,0
11-06-2025,Maharashtra,Nashik,422222,1,0,0
11-06-2025,Maharashtra,Nashik,422402,6,4,0
11-06-2025,Maharashtra,Nashik,423104,7,4,0
11-06-2025,Maharashtra,Nashik,423106,17,11,0
11-06-2025,Maharashtra,Nashik,423111,3,0,0
11-06-2025,Maharashtra,Nashik,423201,3,0,0
11-06-2025,Maharashtra,Nashik,423205,2,3,0
11-06-2025,Maharashtra,Nashik,423206,3,2,0
11-06-2025,Maharashtra,Nashik,423301,9,1,0
11-06-2025,Maharashtra,Nashik,423401,7,5,0
13-06-2025,Maharashtra,Nashik,422010,10,8,0
13-06-2025,Maharashtra,Nashik,422205,2,0,0
13-06-2025,Maharashtra,Nashik,422212,2,2,0
13-06-2025,Maharashtra,Nashik,422213,2,1,0
13-06-2025,Maharashtra,Nashik,422302,2,0,0
